Id,State_Name,Season,Crop,Area,Production,soil_type
12159,Karnataka,Whole Year ,Coconut ,5805,27608,Sandy 
12160,Karnataka,Whole Year ,Coconut ,5907,28093,Sandy 
12161,Karnataka,Whole Year ,Coconut ,6069,28864,Sandy 
12162,Karnataka,Whole Year ,Coconut ,6162,29306,Sandy 
12163,Karnataka,Whole Year ,Coconut ,6224,29601,Sandy 
12164,Karnataka,Whole Year ,Coconut ,6276,301499.04,Sandy 
12165,Karnataka,Whole Year ,Coconut ,7197,34229,Sandy 
12166,Karnataka,Whole Year ,Coconut ,7479,35570,Sandy 
12167,Karnataka,Whole Year ,Coconut ,7415,38738,Sandy 
12168,Karnataka,Whole Year ,Coconut ,7514,54795,Sandy 
12169,Karnataka,Whole Year ,Coconut ,7581,53902,Sandy 
12170,Karnataka,Whole Year ,Coconut ,7690,65107,Sandy 
12171,Karnataka,Whole Year ,Coconut ,7713,59392,Sandy 
12172,Karnataka,Whole Year ,Coconut ,7752,59692,Sandy 
12173,Karnataka,Whole Year ,Coconut ,7768,61630,Sandy 
12174,Karnataka,Whole Year ,Coconut ,7784,69463,Sandy 
12175,Karnataka,Whole Year ,Coconut ,218,2084,Sandy 
12176,Karnataka,Whole Year ,Coconut ,218,2167,Sandy 
12177,Karnataka,Whole Year ,Coconut ,214,2107,Sandy 
12178,Karnataka,Whole Year ,Coconut ,197,1563,Sandy 
12179,Karnataka,Whole Year ,Coconut ,168,1499,Sandy 
12180,Kerala,Whole Year ,Coconut ,77893,399000,Sandy 
12181,Kerala,Whole Year ,Coconut ,58621,288000000,Sandy 
12182,Kerala,Whole Year ,Coconut ,61270,333000000,Sandy 
12183,Kerala,Whole Year ,Coconut ,59775,288000000,Sandy 
12184,Kerala,Whole Year ,Coconut ,57047,280000000,Sandy 
12185,Kerala,Whole Year ,Coconut ,55407,267000000,Sandy 
12186,Kerala,Whole Year ,Coconut ,55982,312000000,Sandy 
12187,Kerala,Whole Year ,Coconut ,56325,328000000,Sandy 
12188,Kerala,Whole Year ,Coconut ,56154,357000000,Sandy 
12189,Kerala,Whole Year ,Coconut ,48726,360000000,Sandy 
12190,Kerala,Whole Year ,Coconut ,43976,301000000,Sandy 
12191,Kerala,Whole Year ,Coconut ,38859,275000000,Sandy 
12192,Kerala,Whole Year ,Coconut ,39816,257000000,Sandy 
12193,Kerala,Whole Year ,Coconut ,39343.71,263500000,Sandy 
12194,Kerala,Whole Year ,Coconut ,38555.94,219318000,Sandy 
12195,Kerala,Whole Year ,Coconut ,36986,233000000,Sandy 
12196,Kerala,Whole Year ,Coconut ,36880,217000000,Sandy 
12197,Kerala,Whole Year ,Coconut ,35161,218000000,Sandy 
12198,Kerala,Whole Year ,Coconut ,61016,382000,Sandy 
12199,Kerala,Whole Year ,Coconut ,61719,345000000,Sandy 
12200,Kerala,Whole Year ,Coconut ,68110,406000000,Sandy 
12201,Kerala,Whole Year ,Coconut ,67402,358000000,Sandy 
12202,Kerala,Whole Year ,Coconut ,62684,343000000,Sandy 
12203,Kerala,Whole Year ,Coconut ,61034,309000000,Sandy 
12204,Kerala,Whole Year ,Coconut ,57964,311000000,Sandy 
12205,Kerala,Whole Year ,Coconut ,58735,313000000,Sandy 
12206,Kerala,Whole Year ,Coconut ,58553,369000000,Sandy 
12207,Kerala,Whole Year ,Coconut ,54710,376000000,Sandy 
12208,Kerala,Whole Year ,Coconut ,49412,292000000,Sandy 
12209,Kerala,Whole Year ,Coconut ,46240,249000000,Sandy 
12210,Kerala,Whole Year ,Coconut ,44475,235000000,Sandy 
12211,Kerala,Whole Year ,Coconut ,42893.79,221125000,Sandy 
12212,Kerala,Whole Year ,Coconut ,46376.43,240698000,Sandy 
12213,Kerala,Whole Year ,Coconut ,43751,209000000,Sandy 
12214,Kerala,Whole Year ,Coconut ,44582,227000000,Sandy 
12215,Kerala,Whole Year ,Coconut ,43680,212000000,Sandy 
12216,Kerala,Whole Year ,Coconut ,31303,148000,Sandy 
12217,Kerala,Whole Year ,Coconut ,21444,87000000,Sandy 
12218,Kerala,Whole Year ,Coconut ,23696,92000000,Sandy 
12219,Kerala,Whole Year ,Coconut ,23811,91000000,Sandy 
12220,Kerala,Whole Year ,Coconut ,25603,96000000,Sandy 
12221,Kerala,Whole Year ,Coconut ,25810,104000000,Sandy 
12222,Kerala,Whole Year ,Coconut ,24383,92000000,Sandy 
12223,Kerala,Whole Year ,Coconut ,24274,87000000,Sandy 
12224,Kerala,Whole Year ,Coconut ,24343,90000000,Sandy 
12225,Kerala,Whole Year ,Coconut ,23668,99000000,Sandy 
12226,Kerala,Whole Year ,Coconut ,19925,72000000,Sandy 
12227,Kerala,Whole Year ,Coconut ,17776,79000000,Sandy 
12228,Kerala,Whole Year ,Coconut ,17189,90000000,Sandy 
12229,Kerala,Whole Year ,Coconut ,17011.58,79789000,Sandy 
12230,Kerala,Whole Year ,Coconut ,17158.12,94937000,Sandy 
12231,Kerala,Whole Year ,Coconut ,17265,94000000,Sandy 
12232,Kerala,Whole Year ,Coconut ,16518,90000000,Sandy 
12233,Kerala,Whole Year ,Coconut ,16655,75000000,Sandy 
12234,Kerala,Whole Year ,Coconut ,137554,1009000,Sandy 
12235,Kerala,Whole Year ,Coconut ,95118,529000000,Sandy 
12236,Kerala,Whole Year ,Coconut ,95257,515000000,Sandy 
12237,Kerala,Whole Year ,Coconut ,96975,621000000,Sandy 
12238,Kerala,Whole Year ,Coconut ,95712,604000000,Sandy 
12239,Kerala,Whole Year ,Coconut ,94217,559000000,Sandy 
12240,Kerala,Whole Year ,Coconut ,95278,597000000,Sandy 
12241,Kerala,Whole Year ,Coconut ,94518,642000000,Sandy 
12242,Kerala,Whole Year ,Coconut ,93934,692000000,Sandy 
12243,Kerala,Whole Year ,Coconut ,91393,640000000,Sandy 
12244,Kerala,Whole Year ,Coconut ,82223,554000000,Sandy 
12245,Kerala,Whole Year ,Coconut ,77705,500000000,Sandy 
12246,Kerala,Whole Year ,Coconut ,78024,479000000,Sandy 
12247,Kerala,Whole Year ,Coconut ,76916.76,528790000,Sandy 
12248,Kerala,Whole Year ,Coconut ,90350.48,644511000,Sandy 
12249,Kerala,Whole Year ,Coconut ,86818,567000000,Sandy 
12250,Kerala,Whole Year ,Coconut ,85063,574000000,Sandy 
12251,Kerala,Whole Year ,Coconut ,85807,533000000,Sandy 
12252,Kerala,Whole Year ,Coconut ,41011,227000,Sandy 
12253,Kerala,Whole Year ,Coconut ,48596,337000000,Sandy 
12254,Kerala,Whole Year ,Coconut ,56183,364000000,Sandy 
12255,Kerala,Whole Year ,Coconut ,59073,469000000,Sandy 
12256,Kerala,Whole Year ,Coconut ,57285,438000000,Sandy 
12257,Kerala,Whole Year ,Coconut ,56236,409000000,Sandy 
12258,Kerala,Whole Year ,Coconut ,57811,419000000,Sandy 
12259,Kerala,Whole Year ,Coconut ,57906,471000000,Sandy 
12260,Kerala,Whole Year ,Coconut ,58088,426000000,Sandy 
12261,Kerala,Whole Year ,Coconut ,58236,395000000,Sandy 
12262,Kerala,Whole Year ,Coconut ,57057,445000000,Sandy 
12263,Kerala,Whole Year ,Coconut ,52266,439000000,Sandy 
12264,Kerala,Whole Year ,Coconut ,54224,416000000,Sandy 
12265,Kerala,Whole Year ,Coconut ,56173.75,418372000,Sandy 
12266,Kerala,Whole Year ,Coconut ,59655.93,508038000,Sandy 
12267,Kerala,Whole Year ,Coconut ,58836,469000000,Sandy 
12268,Kerala,Whole Year ,Coconut ,61836,602000000,Sandy 
12269,Kerala,Whole Year ,Coconut ,63791,705000000,Sandy 
12270,Kerala,Whole Year ,Coconut ,87179,404000,Sandy 
12271,Kerala,Whole Year ,Coconut ,75614,350000000,Sandy 
12272,Kerala,Whole Year ,Coconut ,79906,399000000,Sandy 
12273,Kerala,Whole Year ,Coconut ,79709,387000000,Sandy 
12274,Kerala,Whole Year ,Coconut ,74956,425000000,Sandy 
12275,Kerala,Whole Year ,Coconut ,71310,411000000,Sandy 
12276,Kerala,Whole Year ,Coconut ,67531,439000000,Sandy 
12277,Kerala,Whole Year ,Coconut ,66153,444000000,Sandy 
12278,Kerala,Whole Year ,Coconut ,66134,504000000,Sandy 
12279,Kerala,Whole Year ,Coconut ,65392,512000000,Sandy 
12280,Kerala,Whole Year ,Coconut ,58575,378000000,Sandy 
12281,Kerala,Whole Year ,Coconut ,58397,443000000,Sandy 
12282,Kerala,Whole Year ,Coconut ,56675,412000000,Sandy 
12283,Kerala,Whole Year ,Coconut ,56059.5,377754000,Sandy 
12284,Kerala,Whole Year ,Coconut ,55303.75,426635000,Sandy 
12285,Kerala,Whole Year ,Coconut ,55120,372000000,Sandy 
12286,Kerala,Whole Year ,Coconut ,61309,473000000,Sandy 
12287,Kerala,Whole Year ,Coconut ,52360,387000000,Sandy 
12288,Kerala,Whole Year ,Coconut ,47710,172000,Sandy 
12289,Kerala,Whole Year ,Coconut ,42571,171000000,Sandy 
12290,Kerala,Whole Year ,Coconut ,43272,201000000,Sandy 
12291,Kerala,Whole Year ,Coconut ,41604,197000000,Sandy 
12292,Kerala,Whole Year ,Coconut ,39429,180000000,Sandy 
12293,Kerala,Whole Year ,Coconut ,41424,213000000,Sandy 
12294,Kerala,Whole Year ,Coconut ,39286,217000000,Sandy 
12295,Kerala,Whole Year ,Coconut ,40532,187000000,Sandy 
12296,Kerala,Whole Year ,Coconut ,39943,217000000,Sandy 
12297,Kerala,Whole Year ,Coconut ,36204,202000000,Sandy 
12298,Kerala,Whole Year ,Coconut ,35226,205000000,Sandy 
12299,Kerala,Whole Year ,Coconut ,34881,194000000,Sandy 
12300,Kerala,Whole Year ,Coconut ,28185,141000000,Sandy 
12301,Kerala,Whole Year ,Coconut ,28410.34,148421000,Sandy 
12302,Kerala,Whole Year ,Coconut ,28208.84,149436000,Sandy 
12303,Kerala,Whole Year ,Coconut ,27500,131000000,Sandy 
12304,Kerala,Whole Year ,Coconut ,27019,126000000,Sandy 
12305,Kerala,Whole Year ,Coconut ,26529,140000000,Sandy 
12306,Kerala,Whole Year ,Coconut ,134858,1012000,Sandy 
12307,Kerala,Whole Year ,Coconut ,129506,999000000,Sandy 
12308,Kerala,Whole Year ,Coconut ,131061,1060000000,Sandy 
12309,Kerala,Whole Year ,Coconut ,128739,903000000,Sandy 
12310,Kerala,Whole Year ,Coconut ,130100,895000000,Sandy 
12311,Kerala,Whole Year ,Coconut ,127402,888000000,Sandy 
12312,Kerala,Whole Year ,Coconut ,129365,898000000,Sandy 
12313,Kerala,Whole Year ,Coconut ,129865,854000000,Sandy 
12314,Kerala,Whole Year ,Coconut ,129500,845000000,Sandy 
12315,Kerala,Whole Year ,Coconut ,129401,824000000,Sandy 
12316,Kerala,Whole Year ,Coconut ,122929,851000000,Sandy 
12317,Kerala,Whole Year ,Coconut ,120704,941000000,Sandy 
12318,Kerala,Whole Year ,Coconut ,119166,868000000,Sandy 
12319,Kerala,Whole Year ,Coconut ,121688.42,769685000,Sandy 
12320,Kerala,Whole Year ,Coconut ,127699.25,852009000,Sandy 
12321,Kerala,Whole Year ,Coconut ,124819,882000000,Sandy 
12322,Kerala,Whole Year ,Coconut ,123115,948000000,Sandy 
12323,Kerala,Whole Year ,Coconut ,123066,1000000000,Sandy 
12324,Kerala,Whole Year ,Coconut ,123798,683000,Sandy 
12325,Kerala,Whole Year ,Coconut ,99276,600000000,Sandy 
12326,Kerala,Whole Year ,Coconut ,107142,717000000,Sandy 
12327,Kerala,Whole Year ,Coconut ,110378,626000000,Sandy 
12328,Kerala,Whole Year ,Coconut ,104171,599000000,Sandy 
12329,Kerala,Whole Year ,Coconut ,107254,787000000,Sandy 
12330,Kerala,Whole Year ,Coconut ,109582,858000000,Sandy 
12331,Kerala,Whole Year ,Coconut ,113162,900000000,Sandy 
12332,Kerala,Whole Year ,Coconut ,113411,863000000,Sandy 
12333,Kerala,Whole Year ,Coconut ,112238,859000000,Sandy 
12334,Kerala,Whole Year ,Coconut ,104731,832000000,Sandy 
12335,Kerala,Whole Year ,Coconut ,105789,952000000,Sandy 
12336,Kerala,Whole Year ,Coconut ,108380,1060000000,Sandy 
12337,Kerala,Whole Year ,Coconut ,104178.22,916053000,Sandy 
12338,Kerala,Whole Year ,Coconut ,109229.36,946781000,Sandy 
12339,Kerala,Whole Year ,Coconut ,102417,1130000000,Sandy 
12340,Kerala,Whole Year ,Coconut ,105481,935000000,Sandy 
12341,Kerala,Whole Year ,Coconut ,103691,933000000,Sandy 
12342,Kerala,Whole Year ,Coconut ,58268,225000,Sandy 
12343,Kerala,Whole Year ,Coconut ,45439,194000000,Sandy 
12344,Kerala,Whole Year ,Coconut ,45857,218000000,Sandy 
12345,Kerala,Whole Year ,Coconut ,46393,252000000,Sandy 
12346,Kerala,Whole Year ,Coconut ,50568,284000000,Sandy 
12347,Kerala,Whole Year ,Coconut ,53207,363000000,Sandy 
12348,Kerala,Whole Year ,Coconut ,55655,380000000,Sandy 
12349,Kerala,Whole Year ,Coconut ,55533,344000000,Sandy 
12350,Kerala,Whole Year ,Coconut ,55437,415000000,Sandy 
12351,Kerala,Whole Year ,Coconut ,60182,420000000,Sandy 
12352,Kerala,Whole Year ,Coconut ,60393,422000000,Sandy 
12353,Kerala,Whole Year ,Coconut ,59076,450000000,Sandy 
12354,Kerala,Whole Year ,Coconut ,57186,417000000,Sandy 
12355,Kerala,Whole Year ,Coconut ,57094.11,407624000,Sandy 
12356,Kerala,Whole Year ,Coconut ,60528.6,492736000,Sandy 
12357,Kerala,Whole Year ,Coconut ,62513,461000000,Sandy 
12358,Kerala,Whole Year ,Coconut ,61016,397000000,Sandy 
12359,Kerala,Whole Year ,Coconut ,60687,442000000,Sandy 
12360,Kerala,Whole Year ,Coconut ,26032,163000,Sandy 
12361,Kerala,Whole Year ,Coconut ,21994,118000000,Sandy 
12362,Kerala,Whole Year ,Coconut ,22769,131000000,Sandy 
12363,Kerala,Whole Year ,Coconut ,22794,126000000,Sandy 
12364,Kerala,Whole Year ,Coconut ,22696,124000000,Sandy 
12365,Kerala,Whole Year ,Coconut ,21764,122000000,Sandy 
12366,Kerala,Whole Year ,Coconut ,21660,121000000,Sandy 
12367,Kerala,Whole Year ,Coconut ,21739,114000000,Sandy 
12368,Kerala,Whole Year ,Coconut ,21375,119000000,Sandy 
12369,Kerala,Whole Year ,Coconut ,18842,109000000,Sandy 
12370,Kerala,Whole Year ,Coconut ,17903,107000000,Sandy 
12371,Kerala,Whole Year ,Coconut ,16632,111000000,Sandy 
12372,Kerala,Whole Year ,Coconut ,16213,114000000,Sandy 
12373,Kerala,Whole Year ,Coconut ,15626.74,112043000,Sandy 
12374,Kerala,Whole Year ,Coconut ,16184.56,137055000,Sandy 
12375,Kerala,Whole Year ,Coconut ,15433,110000000,Sandy 
12376,Kerala,Whole Year ,Coconut ,15606,98000000,Sandy 
12377,Kerala,Whole Year ,Coconut ,15803,92000000,Sandy 
12378,Kerala,Whole Year ,Coconut ,112601,592000,Sandy 
12379,Kerala,Whole Year ,Coconut ,91271,555000000,Sandy 
12380,Kerala,Whole Year ,Coconut ,91362,608000000,Sandy 
12381,Kerala,Whole Year ,Coconut ,88663,635000000,Sandy 
12382,Kerala,Whole Year ,Coconut ,88604,627000000,Sandy 
12383,Kerala,Whole Year ,Coconut ,87118,606000000,Sandy 
12384,Kerala,Whole Year ,Coconut ,85506,553000000,Sandy 
12385,Kerala,Whole Year ,Coconut ,84073,568000000,Sandy 
12386,Kerala,Whole Year ,Coconut ,84078,665000000,Sandy 
12387,Kerala,Whole Year ,Coconut ,77463,603000000,Sandy 
12388,Kerala,Whole Year ,Coconut ,72473,562000000,Sandy 
12389,Kerala,Whole Year ,Coconut ,71675,600000000,Sandy 
12390,Kerala,Whole Year ,Coconut ,71376,591000000,Sandy 
12391,Kerala,Whole Year ,Coconut ,69668.44,499402000,Sandy 
12392,Kerala,Whole Year ,Coconut ,71423.51,572372000,Sandy 
12393,Kerala,Whole Year ,Coconut ,70233,552000000,Sandy 
12394,Kerala,Whole Year ,Coconut ,71320,551000000,Sandy 
12395,Kerala,Whole Year ,Coconut ,73079,665000000,Sandy 
12396,Kerala,Whole Year ,Coconut ,75784,482000,Sandy 
12397,Kerala,Whole Year ,Coconut ,81171,534000000,Sandy 
12398,Kerala,Whole Year ,Coconut ,88307,610000000,Sandy 
12399,Kerala,Whole Year ,Coconut ,89472,540000000,Sandy 
12400,Kerala,Whole Year ,Coconut ,85480,545000000,Sandy 
12401,Kerala,Whole Year ,Coconut ,86068,620000000,Sandy 
12402,Kerala,Whole Year ,Coconut ,87397,632000000,Sandy 
12403,Kerala,Whole Year ,Coconut ,85115,709000000,Sandy 
12404,Kerala,Whole Year ,Coconut ,85366,726000000,Sandy 
12405,Kerala,Whole Year ,Coconut ,84454,608000000,Sandy 
12406,Kerala,Whole Year ,Coconut ,81697,575000000,Sandy 
12407,Kerala,Whole Year ,Coconut ,76753,531000000,Sandy 
12408,Kerala,Whole Year ,Coconut ,77509,538000000,Sandy 
12409,Kerala,Whole Year ,Coconut ,75364.43,493258000,Sandy 
12410,Kerala,Whole Year ,Coconut ,89676.79,607999000,Sandy 
12411,Kerala,Whole Year ,Coconut ,86476,548000000,Sandy 
12412,Kerala,Whole Year ,Coconut ,87177,618000000,Sandy 
12413,Kerala,Whole Year ,Coconut ,83221,485000000,Sandy 
12414,Kerala,Whole Year ,Coconut ,5278,13000,Sandy 
12415,Kerala,Whole Year ,Coconut ,9948,25000000,Sandy 
12416,Kerala,Whole Year ,Coconut ,10843,27000000,Sandy 
12417,Kerala,Whole Year ,Coconut ,10995,43000000,Sandy 
12418,Kerala,Whole Year ,Coconut ,11383,39000000,Sandy 
12419,Kerala,Whole Year ,Coconut ,10947,51000000,Sandy 
12420,Kerala,Whole Year ,Coconut ,11098,47000000,Sandy 
12421,Kerala,Whole Year ,Coconut ,11337,40000000,Sandy 
12422,Kerala,Whole Year ,Coconut ,11517,38000000,Sandy 
12423,Kerala,Whole Year ,Coconut ,12034,47000000,Sandy 
12424,Kerala,Whole Year ,Coconut ,12292,45000000,Sandy 
12425,Kerala,Whole Year ,Coconut ,11016,38000000,Sandy 
12426,Kerala,Whole Year ,Coconut ,10200,46000000,Sandy 
12427,Kerala,Whole Year ,Coconut ,10043.34,50745000,Sandy 
12428,Kerala,Whole Year ,Coconut ,10515.38,48039000,Sandy 
12429,Kerala,Whole Year ,Coconut ,9995,46000000,Sandy 
12430,Kerala,Whole Year ,Coconut ,11725,65000000,Sandy 
12431,Kerala,Whole Year ,Coconut ,10326,59000000,Sandy 
12432,Mizoram,Kharif     ,Coconut ,2,5,Sandy 
12433,Mizoram,Kharif     ,Coconut ,13,35,Sandy 
12434,Puducherry,Whole Year ,Coconut ,222,3663000,Sandy 
12435,Puducherry,Whole Year ,Coconut ,223,4014000,Sandy 
12436,Puducherry,Whole Year ,Coconut ,213,2130000,Sandy 
12437,Puducherry,Whole Year ,Coconut ,214,2675000,Sandy 
12438,Puducherry,Whole Year ,Coconut ,208,2434000,Sandy 
12439,Puducherry,Whole Year ,Coconut ,209,2090000,Sandy 
12440,Puducherry,Whole Year ,Coconut ,212,1272000,Sandy 
12441,Puducherry,Whole Year ,Coconut ,207,1532000,Sandy 
12442,Puducherry,Whole Year ,Coconut ,207,1553000,Sandy 
12443,Puducherry,Whole Year ,Coconut ,207,1532000,Sandy 
12444,Puducherry,Whole Year ,Coconut ,205,2476000,Sandy 
12445,Puducherry,Whole Year ,Coconut ,204,1823000,Sandy 
12446,Puducherry,Whole Year ,Coconut ,205,2481000,Sandy 
12447,Puducherry,Whole Year ,Coconut ,205,615000,Sandy 
12448,Puducherry,Whole Year ,Coconut ,192,1843000,Sandy 
12449,Puducherry,Whole Year ,Coconut ,490,5880000,Sandy 
12450,Puducherry,Whole Year ,Coconut ,489,4890000,Sandy 
12451,Puducherry,Whole Year ,Coconut ,490,4410000,Sandy 
12452,Puducherry,Whole Year ,Coconut ,490,4900000,Sandy 
12453,Puducherry,Whole Year ,Coconut ,489,4646000,Sandy 
12454,Puducherry,Whole Year ,Coconut ,488,4392000,Sandy 
12455,Puducherry,Whole Year ,Coconut ,487,4383000,Sandy 
12456,Puducherry,Whole Year ,Coconut ,481,4040000,Sandy 
12457,Puducherry,Whole Year ,Coconut ,472,4012000,Sandy 
12458,Puducherry,Whole Year ,Coconut ,472,3870000,Sandy 
12459,Puducherry,Whole Year ,Coconut ,471,4409000,Sandy 
12460,Puducherry,Whole Year ,Coconut ,470,4442000,Sandy 
12461,Puducherry,Whole Year ,Coconut ,1183,15083000,Sandy 
12462,Puducherry,Whole Year ,Coconut ,1203,12932000,Sandy 
12463,Puducherry,Whole Year ,Coconut ,1264,12514000,Sandy 
12464,Puducherry,Whole Year ,Coconut ,1262,13251000,Sandy 
12465,Puducherry,Whole Year ,Coconut ,1248,19968000,Sandy 
12466,Puducherry,Whole Year ,Coconut ,1131,17813000,Sandy 
12467,Puducherry,Whole Year ,Coconut ,1192,19668000,Sandy 
12468,Puducherry,Whole Year ,Coconut ,1179,17033000,Sandy 
12469,Puducherry,Whole Year ,Coconut ,1112,21406000,Sandy 
12470,Puducherry,Whole Year ,Coconut ,1169,22012000,Sandy 
12471,Puducherry,Whole Year ,Coconut ,1167,13844000,Sandy 
12472,Puducherry,Whole Year ,Coconut ,1135,6753000,Sandy 
12473,Puducherry,Whole Year ,Coconut ,1074,12175000,Sandy 
12474,Puducherry,Whole Year ,Coconut ,1047,11869000,Sandy 
12475,Puducherry,Whole Year ,Coconut ,1050,19950000,Sandy 
12476,Puducherry,Whole Year ,Coconut ,319,3190000,Sandy 
12477,Puducherry,Whole Year ,Coconut ,318,2862000,Sandy 
12478,Puducherry,Whole Year ,Coconut ,315,3150000,Sandy 
12479,Puducherry,Whole Year ,Coconut ,313,3130000,Sandy 
12480,Puducherry,Whole Year ,Coconut ,307,3684000,Sandy 
12481,Puducherry,Whole Year ,Coconut ,309,3708000,Sandy 
12482,Puducherry,Whole Year ,Coconut ,303,4091000,Sandy 
12483,Puducherry,Whole Year ,Coconut ,297,4010000,Sandy 
12484,Puducherry,Whole Year ,Coconut ,293,3750000,Sandy 
12485,Puducherry,Whole Year ,Coconut ,290,3683000,Sandy 
12486,Puducherry,Whole Year ,Coconut ,288,3735000,Sandy 
12487,Puducherry,Whole Year ,Coconut ,286,4295000,Sandy 
12488,Puducherry,Whole Year ,Coconut ,285,5641000,Sandy 
12489,Puducherry,Whole Year ,Coconut ,284,4124000,Sandy 
12490,Puducherry,Whole Year ,Coconut ,284,3408000,Sandy 
12491,Tamil Nadu,Whole Year ,Coconut ,336,5200,Sandy 
12492,Tamil Nadu,Whole Year ,Coconut ,323,2600000,Sandy 
12493,Tamil Nadu,Whole Year ,Coconut ,331,1700000,Sandy 
12494,Tamil Nadu,Whole Year ,Coconut ,99250,630000,Sandy 
12495,Tamil Nadu,Whole Year ,Coconut ,99381,690200,Sandy 
12496,Tamil Nadu,Whole Year ,Coconut ,100160,924200,Sandy 
12497,Tamil Nadu,Whole Year ,Coconut ,101541,10709,Sandy 
12498,Tamil Nadu,Whole Year ,Coconut ,104197,14829,Sandy 
12499,Tamil Nadu,Whole Year ,Coconut ,107106,15978,Sandy 
12500,Tamil Nadu,Whole Year ,Coconut ,76902,12406000,Sandy 
12501,Tamil Nadu,Whole Year ,Coconut ,79532,1150800,Sandy 
12502,Tamil Nadu,Whole Year ,Coconut ,82704,1250800000,Sandy 
12503,Tamil Nadu,Whole Year ,Coconut ,84531,1210000000,Sandy 
12504,Tamil Nadu,Whole Year ,Coconut ,2670,35700,Sandy 
12505,Tamil Nadu,Whole Year ,Coconut ,2652,39100,Sandy 
12506,Tamil Nadu,Whole Year ,Coconut ,2743,37800,Sandy 
12507,Tamil Nadu,Whole Year ,Coconut ,2722,332,Sandy 
12508,Tamil Nadu,Whole Year ,Coconut ,2529,475,Sandy 
12509,Tamil Nadu,Whole Year ,Coconut ,2497,351,Sandy 
12510,Tamil Nadu,Whole Year ,Coconut ,2524,505000,Sandy 
12511,Tamil Nadu,Whole Year ,Coconut ,2513,38300,Sandy 
12512,Tamil Nadu,Whole Year ,Coconut ,2343,43700000,Sandy 
12513,Tamil Nadu,Whole Year ,Coconut ,1881,15200000,Sandy 
12514,Tamil Nadu,Whole Year ,Coconut ,20229,155900,Sandy 
12515,Tamil Nadu,Whole Year ,Coconut ,21461,109900,Sandy 
12516,Tamil Nadu,Whole Year ,Coconut ,9131,114800,Sandy 
12517,Tamil Nadu,Whole Year ,Coconut ,9131,1686,Sandy 
12518,Tamil Nadu,Whole Year ,Coconut ,9781,2096,Sandy 
12519,Tamil Nadu,Whole Year ,Coconut ,8696,1651,Sandy 
12520,Tamil Nadu,Whole Year ,Coconut ,7891,1400000,Sandy 
12521,Tamil Nadu,Whole Year ,Coconut ,6926,149400,Sandy 
12522,Tamil Nadu,Whole Year ,Coconut ,7836,124100000,Sandy 
12523,Tamil Nadu,Whole Year ,Coconut ,5472,35400000,Sandy 
12524,Tamil Nadu,Whole Year ,Coconut ,24277,211500,Sandy 
12525,Tamil Nadu,Whole Year ,Coconut ,23987,97400,Sandy 
12526,Tamil Nadu,Whole Year ,Coconut ,24614,468200,Sandy 
12527,Tamil Nadu,Whole Year ,Coconut ,24798,3474,Sandy 
12528,Tamil Nadu,Whole Year ,Coconut ,24785,4894,Sandy 
12529,Tamil Nadu,Whole Year ,Coconut ,25488,4268,Sandy 
12530,Tamil Nadu,Whole Year ,Coconut ,25708,5539000,Sandy 
12531,Tamil Nadu,Whole Year ,Coconut ,27113,547400,Sandy 
12532,Tamil Nadu,Whole Year ,Coconut ,29478,574900000,Sandy 
12533,Tamil Nadu,Whole Year ,Coconut ,32069,160800000,Sandy 
12534,Tamil Nadu,Whole Year ,Coconut ,17377,161700,Sandy 
12535,Tamil Nadu,Whole Year ,Coconut ,17486,101900,Sandy 
12536,Tamil Nadu,Whole Year ,Coconut ,17603,191700,Sandy 
12537,Tamil Nadu,Whole Year ,Coconut ,18472,3128,Sandy 
12538,Tamil Nadu,Whole Year ,Coconut ,18984,2373,Sandy 
12539,Tamil Nadu,Whole Year ,Coconut ,19447,2784,Sandy 
12540,Tamil Nadu,Whole Year ,Coconut ,10014,3318000,Sandy 
12541,Tamil Nadu,Whole Year ,Coconut ,10474,145000,Sandy 
12542,Tamil Nadu,Whole Year ,Coconut ,11368,202100000,Sandy 
12543,Tamil Nadu,Whole Year ,Coconut ,13056,100600000,Sandy 
12544,Tamil Nadu,Whole Year ,Coconut ,4564,14400,Sandy 
12545,Tamil Nadu,Whole Year ,Coconut ,4115,27600,Sandy 
12546,Tamil Nadu,Whole Year ,Coconut ,4481,28800,Sandy 
12547,Tamil Nadu,Whole Year ,Coconut ,4633,500,Sandy 
12548,Tamil Nadu,Whole Year ,Coconut ,3482,441,Sandy 
12549,Tamil Nadu,Whole Year ,Coconut ,3519,402,Sandy 
12550,Tamil Nadu,Whole Year ,Coconut ,3207,435000,Sandy 
12551,Tamil Nadu,Whole Year ,Coconut ,3156,33700,Sandy 
12552,Tamil Nadu,Whole Year ,Coconut ,3435,25900000,Sandy 
12553,Tamil Nadu,Whole Year ,Coconut ,3097,33900000,Sandy 
12554,Tamil Nadu,Whole Year ,Coconut ,22667,338200,Sandy 
12555,Tamil Nadu,Whole Year ,Coconut ,23664,186000,Sandy 
12556,Tamil Nadu,Whole Year ,Coconut ,23936,361600,Sandy 
12557,Tamil Nadu,Whole Year ,Coconut ,24220,4098,Sandy 
12558,Tamil Nadu,Whole Year ,Coconut ,24449,2680,Sandy 
12559,Tamil Nadu,Whole Year ,Coconut ,24864,2622,Sandy 
12560,Tamil Nadu,Whole Year ,Coconut ,25074,3259000,Sandy 
